#Time[sec]	Frequency[Hz]	Power[(m/s)^2ÅEs]
316.16	29.296875	4.24334755724897E-18
316.16	29.6875	1.29623066819161E-19
316.16	30.078125	7.82385315972312E-18
316.16	30.46875	7.76519870785042E-18
316.16	30.859375	3.62430051650204E-18
316.16	31.25	9.25947672022219E-18
316.16	31.640625	1.7547278156186E-17
316.16	32.03125	9.60804044642036E-18
316.16	32.421875	1.90571263142105E-18
316.16	32.8125	3.06238031483472E-18
316.16	33.203125	4.49688958117787E-19
316.16	33.59375	7.19460088008715E-19
316.16	33.984375	4.13705134119474E-19
316.16	34.375	5.50802248820927E-18
316.16	34.765625	1.96850066167129E-18
316.16	35.15625	8.61151196082638E-19
316.16	35.546875	2.38446614250313E-18
316.16	35.9375	2.58535436262342E-18
316.16	36.328125	6.4703635262052E-18
316.16	36.71875	2.15816973270303E-17
316.16	37.109375	1.18460552227783E-17
316.16	37.5	7.71286665828064E-19
316.16	37.890625	1.40148151180784E-18
316.16	38.28125	2.62902062053081E-18
316.16	38.671875	8.49254166323468E-18
316.16	39.0625	5.14147059860358E-18
316.16	39.453125	2.6819812222423E-18
316.16	39.84375	7.41343649985789E-18
316.16	40.234375	4.78025710264197E-18
316.16	40.625	1.0792201800197E-17
316.16	41.015625	2.24155504733736E-17
316.16	41.40625	1.27825555830464E-17
316.16	41.796875	1.24582994787948E-18
316.16	42.1875	1.62885281179326E-19
316.16	42.578125	3.54437897144708E-18
316.16	42.96875	4.99715594776381E-18
316.16	43.359375	6.36137323587431E-19
316.16	43.75	6.51701793497789E-19
316.16	44.140625	1.11635348765556E-18
316.16	44.53125	1.3529976681931E-18
316.16	44.921875	3.46531847208763E-19
316.16	45.3125	1.80386759364689E-19
316.16	45.703125	2.8092905765114E-19
316.16	46.09375	4.9029595930651E-20
316.16	46.484375	1.16562577564664E-20
316.16	46.875	1.01092960463819E-20
316.16	47.265625	1.82797054851914E-21
316.16	47.65625	7.23028800631733E-23
316.16	48.046875	8.46097503091291E-25
316.16	48.4375	4.31706930477667E-22
316.16	48.828125	3.411840315557E-23
316.16	49.21875	8.62621167915627E-23
316.16	49.609375	2.69061299960065E-22
316.16	50	2.1782652869769E-22
318.72	0	6.84579520599639E-15
318.72	0.390625	1.37489444029381E-14
318.72	0.78125	3.09824832933908E-15
318.72	1.171875	3.21350266505676E-16
318.72	1.5625	5.38853649607554E-17
318.72	1.953125	4.67964998334759E-16
318.72	2.34375	2.96870385562333E-16
318.72	2.734375	5.59378805413436E-18
318.72	3.125	2.59416023190881E-17
318.72	3.515625	1.81350592996448E-18
318.72	3.90625	1.00725988169458E-17
318.72	4.296875	1.11356535662328E-17
318.72	4.6875	2.32545892382465E-17
318.72	5.078125	1.08036668032671E-18
318.72	5.46875	7.82545593986718E-19
318.72	5.859375	1.10493462228478E-19
318.72	6.25	2.76955318016012E-18
318.72	6.640625	1.37582741691368E-18
318.72	7.03125	2.26779451604443E-19
318.72	7.421875	2.94131232148918E-18
318.72	7.8125	2.12369000370714E-17
318.72	8.203125	3.38952503471107E-18
318.72	8.59375	1.49427337994106E-18
318.72	8.984375	1.00902480389716E-18
318.72	9.375	8.41732633695107E-18
318.72	9.765625	3.40352477183084E-18
318.72	10.15625	1.12622544994005E-17
318.72	10.546875	8.83970852286811E-18
318.72	10.9375	3.25077440250223E-19
318.72	11.328125	9.00064901479902E-19
318.72	11.71875	1.73640968386404E-18
318.72	12.109375	6.18070225441567E-19
318.72	12.5	1.21498886153219E-17
318.72	12.890625	6.80120997723718E-18
318.72	13.28125	3.72859426947566E-18
318.72	13.671875	1.08728195380102E-18
318.72	14.0625	1.12173378409917E-18
318.72	14.453125	3.77958740317339E-18
318.72	14.84375	2.91460076223863E-18
318.72	15.234375	1.04329195475255E-18
318.72	15.625	1.37781281308627E-18
318.72	16.015625	6.01938311261548E-18
318.72	16.40625	1.68626488271179E-17
318.72	16.796875	1.22291014430094E-17
318.72	17.1875	1.26414503087025E-18
318.72	17.578125	4.98070147504842E-18
318.72	17.96875	3.15917123032005E-18
318.72	18.359375	2.19672680570089E-17
318.72	18.75	1.26590394901375E-18
318.72	19.140625	1.6729324653734E-18
318.72	19.53125	1.12676312038657E-18
318.72	19.921875	1.02370887270028E-18
318.72	20.3125	7.29864863729965E-19
318.72	20.703125	2.04342914501037E-19
318.72	21.09375	5.11708151742223E-19
318.72	21.484375	1.56694831603869E-18
318.72	21.875	4.51932777207765E-18
318.72	22.265625	4.68287555094348E-18
318.72	22.65625	3.19624502996762E-18
318.72	23.046875	2.35405208831239E-18
318.72	23.4375	3.11703330778903E-18
318.72	23.828125	2.73128181926943E-18
318.72	24.21875	1.20611344016685E-18
318.72	24.609375	6.28229064384406E-20
318.72	25	5.34372076721437E-18
318.72	25.390625	2.42857839455358E-18
318.72	25.78125	9.39466785503235E-18
318.72	26.171875	1.22930188100068E-17
318.72	26.5625	9.26022848534154E-18
318.72	26.953125	1.52048633839538E-18
318.72	27.34375	3.90721751669363E-18
318.72	27.734375	1.21237291766838E-19
318.72	28.125	2.31168530187562E-18
318.72	28.515625	1.22794952100474E-18
318.72	28.90625	6.98707371291521E-18
318.72	29.296875	2.08543986655813E-18
318.72	29.6875	1.36673196125989E-18
318.72	30.078125	4.66722550202012E-19
318.72	30.46875	1.81766236933988E-19
318.72	30.859375	2.60424013447242E-18
318.72	31.25	1.95580023182416E-18
318.72	31.640625	1.72453880437091E-18
318.72	32.03125	1.0164976158857E-18
318.72	32.421875	1.4397327357064E-17
318.72	32.8125	8.73011073746186E-18
318.72	33.203125	6.18555688407536E-18
318.72	33.59375	3.31762862469073E-18
318.72	33.984375	5.52956168722437E-19
318.72	34.375	7.70316998599104E-19
318.72	34.765625	2.58675546052183E-18
318.72	35.15625	4.30919383527503E-19
318.72	35.546875	5.26508868297676E-18
318.72	35.9375	4.15795518887492E-18
318.72	36.328125	1.01184934772967E-17
318.72	36.71875	3.10020839294831E-18
318.72	37.109375	1.30455223204136E-18
318.72	37.5	2.59937811369359E-18
318.72	37.890625	2.48789361087779E-18
318.72	38.28125	5.90394942545877E-18
318.72	38.671875	3.1053024631393E-18
318.72	39.0625	2.5791508523266E-19
318.72	39.453125	2.50925655576248E-18
318.72	39.84375	3.98399191763358E-19
318.72	40.234375	8.18642549156164E-19
318.72	40.625	5.53548206645416E-18
318.72	41.015625	3.52422689029379E-18
318.72	41.40625	1.24963939033558E-18
318.72	41.796875	1.20685123467594E-18
318.72	42.1875	3.34133870177761E-18
318.72	42.578125	5.95818791093878E-18
318.72	42.96875	6.07058326363653E-18
318.72	43.359375	5.36871698839305E-18
318.72	43.75	5.8090459216998E-19
318.72	44.140625	2.01361655884673E-19
318.72	44.53125	4.49268338057192E-19
318.72	44.921875	1.1998702324226E-18
318.72	45.3125	7.48830342531729E-19
318.72	45.703125	8.2466384745748E-20
318.72	46.09375	3.10591379891389E-20
318.72	46.484375	3.29034611223309E-21
318.72	46.875	8.84498678067606E-22
318.72	47.265625	9.54232854270359E-22
318.72	47.65625	1.51840611521147E-21
318.72	48.046875	7.38430436960253E-22
318.72	48.4375	7.5887583611953E-22
318.72	48.828125	2.04847490012949E-22
318.72	49.21875	1.16873072758632E-23
318.72	49.609375	4.56824736859533E-23
318.72	50	2.83772797986298E-22
321.28	0	2.24519114305155E-15
321.28	0.390625	1.9115422497503E-15
321.28	0.78125	3.22775110936242E-17
321.28	1.171875	2.80575915867914E-16
321.28	1.5625	1.30509464096085E-16
321.28	1.953125	2.19071815972515E-16
321.28	2.34375	3.52271546857E-19
321.28	2.734375	4.54543581862053E-17
321.28	3.125	9.28632071912471E-17
321.28	3.515625	3.54252121043847E-17
321.28	3.90625	2.76704526853283E-18
321.28	4.296875	4.81521771955924E-17
321.28	4.6875	3.89777648555882E-17
321.28	5.078125	2.35927493948304E-17
321.28	5.46875	1.14648477556916E-17
321.28	5.859375	9.62053200146022E-18
321.28	6.25	1.04610064035202E-17
321.28	6.640625	7.86691472124828E-19
321.28	7.03125	6.05536771553826E-18
321.28	7.421875	1.70427938027629E-17
321.28	7.8125	5.66840141184449E-18
321.28	8.203125	6.60090708163189E-18
321.28	8.59375	6.86286313009777E-18
321.28	8.984375	3.28111059022456E-19
321.28	9.375	1.18324904871764E-17
321.28	9.765625	2.03596801244207E-18
321.28	10.15625	1.55979330466549E-18
321.28	10.546875	1.08001549623293E-18
321.28	10.9375	5.24326798810355E-19
321.28	11.328125	2.20334700867254E-19
321.28	11.71875	5.89651636943337E-18
321.28	12.109375	1.10076907956717E-18
321.28	12.5	6.9659882239763E-18
321.28	12.890625	3.36735544338871E-18
321.28	13.28125	3.52481898935173E-19
321.28	13.671875	1.26061743248907E-18
321.28	14.0625	2.21460769344438E-18
321.28	14.453125	2.78603521264831E-18
321.28	14.84375	7.81933035194436E-18
321.28	15.234375	2.33214652943641E-18
321.28	15.625	2.449072576323E-19
321.28	16.015625	1.06438117071077E-19
321.28	16.40625	8.89797769556193E-18
321.28	16.796875	9.04722009713852E-18
321.28	17.1875	3.33647880933405E-19
321.28	17.578125	4.73992729079635E-18
321.28	17.96875	5.97386679785346E-18
321.28	18.359375	1.54050630105181E-18
321.28	18.75	3.41905754879339E-18
321.28	19.140625	2.34110036781473E-18
321.28	19.53125	9.3402068869757E-18
321.28	19.921875	2.2314354494451E-18
321.28	20.3125	3.81370232493788E-18
321.28	20.703125	5.40427442338434E-18
321.28	21.09375	1.51707506428834E-19
321.28	21.484375	1.12597136629059E-18
321.28	21.875	8.41851576224194E-18
321.28	22.265625	9.30998586255188E-18
321.28	22.65625	7.80158923022551E-18
321.28	23.046875	5.3740723413964E-18
321.28	23.4375	3.72480405830077E-18
321.28	23.828125	5.7888421255492E-18
321.28	24.21875	6.05878100087629E-18
321.28	24.609375	5.57333299376102E-18
321.28	25	9.87935079695928E-19
321.28	25.390625	1.83326930391351E-18
321.28	25.78125	3.60126628831302E-20
321.28	26.171875	1.158816402953E-17
321.28	26.5625	1.70555439179043E-17
321.28	26.953125	4.88188486770308E-18
321.28	27.34375	3.84780261533465E-18
321.28	27.734375	4.85093692017634E-18
321.28	28.125	4.92766180026619E-19
321.28	28.515625	2.96110021794704E-19
321.28	28.90625	5.67352694766658E-19
321.28	29.296875	1.95751440882882E-18
321.28	29.6875	3.31684240514314E-19
321.28	30.078125	7.95690695986856E-18
321.28	30.46875	6.38434825796652E-19
321.28	30.859375	8.87253954320628E-20
321.28	31.25	2.65832226791083E-18
321.28	31.640625	9.68409842821708E-19
321.28	32.03125	3.51716774832714E-18
321.28	32.421875	8.87499019296182E-19
321.28	32.8125	7.12960958286265E-18
321.28	33.203125	2.5900885629535E-18
321.28	33.59375	6.32695162244742E-19
321.28	33.984375	2.76896327765724E-19
321.28	34.375	5.95625061418366E-19
321.28	34.765625	1.2795661574469E-17
321.28	35.15625	7.14392133342466E-18
321.28	35.546875	1.92550206079859E-18
321.28	35.9375	5.80374760707882E-18
321.28	36.328125	4.8676873171276E-18
321.28	36.71875	7.40947551473752E-18
321.28	37.109375	2.99756109789586E-18
321.28	37.5	7.44022806355073E-18
321.28	37.890625	1.83488079498463E-18
321.28	38.28125	7.35860806262314E-18
321.28	38.671875	3.19664866587724E-18
321.28	39.0625	4.23138414051611E-19
321.28	39.453125	1.17954118638945E-17
321.28	39.84375	1.37303649413157E-17
321.28	40.234375	8.64178273900108E-18
321.28	40.625	3.96701715202946E-18
321.28	41.015625	4.67388480442997E-18
321.28	41.40625	1.42147476726189E-18
321.28	41.796875	1.81081742186597E-18
321.28	42.1875	3.19193019315634E-19
321.28	42.578125	3.21046382632406E-18
321.28	42.96875	1.0909664936151E-18
321.28	43.359375	1.00626537004353E-18
321.28	43.75	2.65695514118956E-19
321.28	44.140625	9.81137103722279E-19
321.28	44.53125	6.08834538341965E-19
321.28	44.921875	5.62086409351276E-19
321.28	45.3125	8.63962158529971E-19
321.28	45.703125	1.46122412999436E-19
321.28	46.09375	2.30533316485237E-20
321.28	46.484375	6.68415490822056E-21
321.28	46.875	1.96918805524794E-21
321.28	47.265625	1.83436718296799E-21
321.28	47.65625	1.62312397587881E-21
321.28	48.046875	7.54512789317296E-22
321.28	48.4375	6.29405673414353E-23
321.28	48.828125	6.81484502026459E-22
321.28	49.21875	8.38686153324388E-22
321.28	49.609375	3.35947732613956E-22
321.28	50	1.29099386038005E-21
323.84	0	1.18608231137098E-15
323.84	0.390625	7.58904836024376E-15
323.84	0.78125	1.39882366831157E-15
323.84	1.171875	5.41133988244294E-17
323.84	1.5625	4.18131718514959E-17
323.84	1.953125	7.33581492598834E-17
323.84	2.34375	1.15213088580539E-16
323.84	2.734375	4.73090131120626E-17
323.84	3.125	5.05616450836357E-17
323.84	3.515625	2.09951954138816E-17
323.84	3.90625	9.43104235448373E-18
323.84	4.296875	5.00024093617008E-18
323.84	4.6875	6.51235995909404E-18
323.84	5.078125	1.29408761032915E-17
323.84	5.46875	1.13909409018529E-17
323.84	5.859375	4.24078410309706E-18
323.84	6.25	1.07794969258685E-18
323.84	6.640625	2.27678217302108E-18
323.84	7.03125	7.95894301051633E-18
323.84	7.421875	7.05502727075401E-18
323.84	7.8125	3.99710228028701E-18
323.84	8.203125	7.86041321025939E-18
323.84	8.59375	3.95708460374152E-18
323.84	8.984375	6.05736672880794E-19
323.84	9.375	2.49814924154225E-18
323.84	9.765625	4.14217333702909E-18
323.84	10.15625	4.72639589621039E-18
323.84	10.546875	5.92180949491564E-18
323.84	10.9375	8.12247183810226E-18
323.84	11.328125	3.90749924053965E-18
323.84	11.71875	5.75060287496228E-18
323.84	12.109375	7.7960025618411E-18
323.84	12.5	1.45772816305416E-18
323.84	12.890625	5.21519238735216E-18
323.84	13.28125	1.00356099703191E-18
323.84	13.671875	4.78440853695979E-18
323.84	14.0625	3.03005267050314E-18
323.84	14.453125	1.34441933408219E-19
323.84	14.84375	5.93713295519881E-19
323.84	15.234375	8.0550690190746E-18
323.84	15.625	7.9935064120862E-18
323.84	16.015625	1.15724550185911E-18
323.84	16.40625	1.61841362378891E-18
323.84	16.796875	1.0680222582848E-18
323.84	17.1875	4.81621985266767E-18
323.84	17.578125	2.60773863886337E-18
323.84	17.96875	2.7110887540758E-18
323.84	18.359375	5.80928690395614E-18
323.84	18.75	2.76368064777127E-18
323.84	19.140625	3.60714933156346E-18
323.84	19.53125	1.72042117537618E-18
323.84	19.921875	4.35641044142006E-18
323.84	20.3125	8.49393275389779E-18
323.84	20.703125	6.70796556092445E-18
323.84	21.09375	3.00345083681167E-18
323.84	21.484375	1.81571734311409E-18
323.84	21.875	7.27805811397178E-18
323.84	22.265625	3.19916504379446E-18
323.84	22.65625	5.94576127843748E-18
323.84	23.046875	1.29032685737215E-17
323.84	23.4375	1.19150187716727E-17
323.84	23.828125	8.07961951623218E-18
323.84	24.21875	2.33784093295292E-18
323.84	24.609375	1.17022968651552E-18
323.84	25	3.18877068648659E-18
323.84	25.390625	5.21875221436894E-18
323.84	25.78125	9.44608377788996E-18
323.84	26.171875	8.11183497016331E-18
323.84	26.5625	1.52504353836975E-18
323.84	26.953125	3.48916504704633E-18
323.84	27.34375	2.83179080767135E-17
323.84	27.734375	1.23828533421447E-17
323.84	28.125	2.41138802207937E-19
323.84	28.515625	1.5825805667494E-18
323.84	28.90625	7.80742285005329E-18
323.84	29.296875	2.89453527072516E-18
323.84	29.6875	4.11440371010206E-19
323.84	30.078125	1.26556120902079E-18
323.84	30.46875	8.22184180379422E-18
323.84	30.859375	1.17950346321025E-17
323.84	31.25	1.25150794732881E-18
323.84	31.640625	5.13587367258222E-19
323.84	32.03125	2.89224803642596E-18
323.84	32.421875	7.58587946701083E-18
323.84	32.8125	1.38688768949972E-17
323.84	33.203125	4.80182391301284E-18
323.84	33.59375	5.61363889852823E-20
323.84	33.984375	5.8047082557243E-19
323.84	34.375	1.76534182986243E-18
323.84	34.765625	2.74375284352076E-19
323.84	35.15625	4.41626291336362E-18
323.84	35.546875	1.37529766212476E-17
323.84	35.9375	8.18910552046822E-18
323.84	36.328125	8.11168317080146E-18
323.84	36.71875	8.61444832929003E-18
323.84	37.109375	2.05445672370314E-18
323.84	37.5	1.25399418249207E-19
323.84	37.890625	1.01830232541951E-17
323.84	38.28125	2.01009643357579E-17
323.84	38.671875	2.10040039523715E-18
323.84	39.0625	1.20944763280112E-19
323.84	39.453125	1.17613353021672E-18
323.84	39.84375	3.12251782955323E-18
323.84	40.234375	3.47393291088811E-18
323.84	40.625	1.14799800912484E-18
323.84	41.015625	1.49773906507681E-17
323.84	41.40625	1.01086902111273E-17
323.84	41.796875	4.22706088820179E-18
323.84	42.1875	1.07167251674789E-19
323.84	42.578125	1.04572663946898E-18
323.84	42.96875	3.97372165148297E-18
323.84	43.359375	1.32175067565612E-18
323.84	43.75	1.4159883467605E-19
323.84	44.140625	3.70879467019998E-18
323.84	44.53125	6.36765114392957E-19
323.84	44.921875	1.78201968848378E-19
323.84	45.3125	3.31699854587715E-19
323.84	45.703125	4.36026098350486E-19
323.84	46.09375	4.76018785385801E-20
323.84	46.484375	2.17075694374143E-21
323.84	46.875	3.16167193620287E-20
323.84	47.265625	1.80379720079439E-20
323.84	47.65625	7.0920646072615E-21
323.84	48.046875	9.73840634421985E-22
323.84	48.4375	1.23204452082637E-22
323.84	48.828125	2.37839460979078E-25
323.84	49.21875	7.24908323272433E-23
323.84	49.609375	4.21378150470854E-22
323.84	50	1.57581046444322E-23
326.4	0	9.12268249837506E-16
326.4	0.390625	2.21508614262294E-15
326.4	0.78125	1.1029889646002E-15
326.4	1.171875	9.72055402238832E-17
326.4	1.5625	1.89748948500919E-16
326.4	1.953125	3.53065137559918E-16
326.4	2.34375	1.36175641513741E-16
326.4	2.734375	1.5418981725092E-18
326.4	3.125	1.56174757210813E-17
326.4	3.515625	9.10947530053763E-17
326.4	3.90625	2.75118865715387E-17
326.4	4.296875	4.3347015645561E-17
326.4	4.6875	1.68241467366677E-17
326.4	5.078125	1.49476342571956E-17
326.4	5.46875	1.55749959382345E-17
326.4	5.859375	7.20837789798729E-19
326.4	6.25	2.86884450906427E-19
326.4	6.640625	1.27204994257978E-17
326.4	7.03125	9.68962690817392E-18
326.4	7.421875	1.92793913584463E-17
326.4	7.8125	8.65634716105929E-18
326.4	8.203125	1.43092682113871E-17
326.4	8.59375	1.1889540930427E-18
326.4	8.984375	8.9371928878995E-18
326.4	9.375	2.43566760563065E-17
326.4	9.765625	4.31160287051056E-18
326.4	10.15625	4.66783483792866E-18
326.4	10.546875	6.62790954098272E-18
326.4	10.9375	1.40625492457158E-18
326.4	11.328125	1.9421258519326E-17
326.4	11.71875	1.2359265870389E-17
326.4	12.109375	1.55684687967298E-17
326.4	12.5	1.04153610343263E-17
326.4	12.890625	4.96865389510303E-19
326.4	13.28125	4.59159098186474E-17
326.4	13.671875	1.60813296725671E-17
326.4	14.0625	1.93168588967533E-19
326.4	14.453125	1.13521163288918E-17
326.4	14.84375	9.71787386551708E-18
326.4	15.234375	8.95181161887611E-19
326.4	15.625	4.5196438916451E-18
326.4	16.015625	5.74823151022412E-19
326.4	16.40625	9.59429184624831E-18
326.4	16.796875	3.70544700963354E-18
326.4	17.1875	4.46203611777214E-20
326.4	17.578125	7.84485542005821E-19
326.4	17.96875	1.92753506996153E-18
326.4	18.359375	5.65258333976034E-18
326.4	18.75	8.37535761596226E-19
326.4	19.140625	5.49118525070587E-18
326.4	19.53125	3.29379753488698E-18
326.4	19.921875	7.32793943664175E-18
326.4	20.3125	7.69717543369633E-18
326.4	20.703125	2.86899387693089E-19
326.4	21.09375	4.11624289123132E-18
326.4	21.484375	1.72071683549106E-18
326.4	21.875	5.32946623619592E-18
326.4	22.265625	3.01640389704222E-18
326.4	22.65625	2.56885384858665E-18
326.4	23.046875	2.14080856199087E-18
326.4	23.4375	7.82353602629825E-19
326.4	23.828125	1.73162701597822E-18
326.4	24.21875	8.70965530252709E-19
326.4	24.609375	6.84835979723628E-19
326.4	25	4.34848986119415E-18
326.4	25.390625	1.08070768490053E-17
326.4	25.78125	7.68625072447745E-19
326.4	26.171875	1.81632712815451E-18
326.4	26.5625	6.18363822435645E-18
326.4	26.953125	1.51328917787268E-17
326.4	27.34375	5.23757420942976E-19
326.4	27.734375	6.99395173058102E-18
326.4	28.125	1.58577884967781E-17
326.4	28.515625	8.06044124143355E-18
326.4	28.90625	1.14955739706596E-17
326.4	29.296875	1.13772640621489E-17
326.4	29.6875	1.69330620765844E-17
326.4	30.078125	8.25996765271801E-18
326.4	30.46875	5.94774697421845E-18
326.4	30.859375	3.0875035264312E-18
326.4	31.25	1.92156444866031E-19
326.4	31.640625	4.1265011069915E-18
326.4	32.03125	3.39554440548759E-18
326.4	32.421875	4.39983327656364E-19
326.4	32.8125	6.80402418912302E-18
326.4	33.203125	7.99047777800639E-18
326.4	33.59375	2.9088858247479E-18
326.4	33.984375	4.41198982490664E-18
326.4	34.375	3.2342780833185E-19
326.4	34.765625	9.19279629081377E-19
326.4	35.15625	2.66184375087827E-18
326.4	35.546875	1.58083784980938E-18
326.4	35.9375	6.98910815490441E-19
326.4	36.328125	4.30559510768152E-18
326.4	36.71875	5.04653067704027E-18
326.4	37.109375	1.09900561392131E-18
326.4	37.5	5.51593285199341E-18
326.4	37.890625	4.83757511705014E-18
326.4	38.28125	2.83572692604231E-18
326.4	38.671875	1.10582470802484E-19
326.4	39.0625	5.09113389480512E-18
326.4	39.453125	1.38973373962126E-19
326.4	39.84375	3.14134487043804E-19
326.4	40.234375	5.57722554913595E-18
326.4	40.625	7.7824497938437E-19
326.4	41.015625	5.67902483843526E-18
326.4	41.40625	1.81441835351017E-18
326.4	41.796875	3.64373652159538E-19
326.4	42.1875	3.80514014745159E-18
326.4	42.578125	5.99956212315124E-18
326.4	42.96875	1.01329219020721E-18
326.4	43.359375	1.23980580838006E-18
326.4	43.75	1.68621487855521E-18
326.4	44.140625	1.6605878495981E-18
326.4	44.53125	1.89001499771345E-18
326.4	44.921875	5.2606080098486E-19
326.4	45.3125	8.52122880937854E-19
326.4	45.703125	2.99603370638462E-19
326.4	46.09375	1.09332915213416E-19
326.4	46.484375	1.47846069916061E-19
326.4	46.875	2.97290373239194E-20
326.4	47.265625	1.88423803279293E-20
326.4	47.65625	1.12114526675153E-21
326.4	48.046875	8.56375257670214E-23
326.4	48.4375	8.38510997351206E-22
326.4	48.828125	1.47844744163472E-22
326.4	49.21875	1.16036453977283E-22
326.4	49.609375	1.21278485623928E-22
326.4	50	2.07437679629837E-22
328.96	0	2.34587010767203E-15
328.96	0.390625	2.67738799217372E-15
328.96	0.78125	5.87307669711482E-17
328.96	1.171875	8.31041510302548E-16
328.96	1.5625	4.4202469802713E-16
328.96	1.953125	9.03629566639378E-17
328.96	2.34375	2.2828655553505E-17
328.96	2.734375	2.59551087257647E-17
328.96	3.125	1.22639024210979E-17
328.96	3.515625	2.77628711104286E-17
328.96	3.90625	4.54275928634525E-17
328.96	4.296875	2.81694514460852E-17
328.96	4.6875	5.03180625373488E-17
328.96	5.078125	8.22558591354912E-18
328.96	5.46875	1.08271896384831E-17
328.96	5.859375	4.15515823831599E-18
328.96	6.25	2.05622394297945E-19
328.96	6.640625	1.18655391778523E-17
328.96	7.03125	8.88344358016918E-18
328.96	7.421875	6.66035325213356E-18
328.96	7.8125	1.01722168641023E-17
328.96	8.203125	3.45188518061679E-17
328.96	8.59375	1.91476216297455E-17
328.96	8.984375	3.99889439167945E-18
328.96	9.375	2.40966714169815E-18
328.96	9.765625	3.69397330814049E-18
328.96	10.15625	1.16094201490115E-18
328.96	10.546875	1.43554788151593E-18
328.96	10.9375	1.30897901858734E-18
328.96	11.328125	7.01116383195167E-18
328.96	11.71875	1.28700658891247E-18
328.96	12.109375	5.57530564614787E-18
328.96	12.5	9.5152022943937E-19
328.96	12.890625	9.32831955773049E-19
328.96	13.28125	1.3724215361083E-19
328.96	13.671875	1.86345228097281E-18
328.96	14.0625	6.86159866604641E-18
328.96	14.453125	1.11635006477195E-17
328.96	14.84375	2.88521738162909E-18
328.96	15.234375	5.03979757583168E-18
328.96	15.625	1.24275982588524E-18
328.96	16.015625	1.41838497807392E-18
328.96	16.40625	2.81065918073784E-18
328.96	16.796875	1.77028416789505E-19
328.96	17.1875	3.34738703212266E-18
328.96	17.578125	7.4569608543565E-20
328.96	17.96875	4.52457542958891E-19
328.96	18.359375	4.14195566042762E-18
328.96	18.75	3.25013625328703E-18
328.96	19.140625	1.56946284536515E-18
328.96	19.53125	7.51278605871729E-19
328.96	19.921875	8.26900933016734E-18
328.96	20.3125	1.53821320435279E-17
328.96	20.703125	5.62196299657036E-18
328.96	21.09375	5.76211271953446E-18
328.96	21.484375	6.22647532695743E-20
328.96	21.875	6.10634841551407E-19
328.96	22.265625	1.46924680635113E-18
328.96	22.65625	1.34059477330198E-18
328.96	23.046875	1.84885351008934E-18
328.96	23.4375	5.65829536446238E-18
328.96	23.828125	7.43396006247512E-18
328.96	24.21875	1.67941920897712E-17
328.96	24.609375	7.69201131992925E-18
328.96	25	2.68756661782383E-18
328.96	25.390625	7.17985211346766E-18
328.96	25.78125	7.93282621665059E-19
328.96	26.171875	6.99877268466307E-18
328.96	26.5625	4.7634128957489E-18
328.96	26.953125	2.82544364833363E-18
328.96	27.34375	1.44490414589112E-17
328.96	27.734375	1.06582647274894E-17
328.96	28.125	4.45198724851892E-18
328.96	28.515625	2.34798257062564E-18
328.96	28.90625	2.55900291370414E-18
328.96	29.296875	2.15228024408747E-18
328.96	29.6875	1.31066787244813E-17
328.96	30.078125	1.20345459874229E-17
328.96	30.46875	1.1700255804632E-19
328.96	30.859375	2.22397066031687E-18
328.96	31.25	6.32836538528159E-20
328.96	31.640625	2.84331916020398E-19
328.96	32.03125	4.63874039008527E-18
328.96	32.421875	2.85542796782132E-18
328.96	32.8125	3.66254203139426E-19
328.96	33.203125	2.02087442672731E-18
328.96	33.59375	6.22860092710686E-18
328.96	33.984375	4.33267070385743E-18
328.96	34.375	2.14252329705751E-18
328.96	34.765625	1.1249052466188E-17
328.96	35.15625	1.11765177234505E-18
328.96	35.546875	1.55730840560997E-18
328.96	35.9375	2.66897370142015E-18
328.96	36.328125	4.05696272709171E-18
328.96	36.71875	9.83556770090365E-18
328.96	37.109375	1.09629350985398E-17
328.96	37.5	3.65667022838808E-18
328.96	37.890625	1.67909174073395E-18
328.96	38.28125	2.89846190566228E-18
328.96	38.671875	1.56979953562541E-18
328.96	39.0625	3.5403649860936E-18
328.96	39.453125	9.87266509856573E-18
328.96	39.84375	1.45791238962917E-18
328.96	40.234375	2.69321252073417E-18
328.96	40.625	7.09493273746211E-18
328.96	41.015625	5.79714851299231E-18
328.96	41.40625	3.79312922153634E-18
328.96	41.796875	3.06301428808812E-18
328.96	42.1875	6.06786473993326E-18
328.96	42.578125	2.38888363371585E-19
328.96	42.96875	2.48953162765717E-18
328.96	43.359375	3.62887923906253E-18
328.96	43.75	1.65496480544499E-18
328.96	44.140625	1.1520222944094E-18
328.96	44.53125	4.48445595289717E-19
328.96	44.921875	3.34414798432645E-19
328.96	45.3125	1.06084204059958E-19
328.96	45.703125	1.4779923141761E-20
328.96	46.09375	7.85500704088229E-20
328.96	46.484375	1.19916025202733E-21
328.96	46.875	7.07873000766635E-21
328.96	47.265625	3.01760665429173E-21
328.96	47.65625	2.06126853630488E-22
328.96	48.046875	3.00577605759365E-22
328.96	48.4375	1.24304902726616E-22
328.96	48.828125	1.36715333099255E-22
328.96	49.21875	1.96164388873634E-22
328.96	49.609375	7.45928533084903E-23
328.96	50	1.25360332805805E-22
331.52	0	2.43425238808634E-17
331.52	0.390625	1.25543166418435E-15
331.52	0.78125	5.29788167082681E-16
331.52	1.171875	1.33774923193635E-16
331.52	1.5625	2.04335709761724E-16
