#Time[sec]	Frequency[Hz]	Power[(m/s)^2ÅEs]
39.68	26.953125	2.87152634544896E-17
39.68	27.34375	2.04231508843702E-17
39.68	27.734375	2.16848193691716E-17
39.68	28.125	5.80324046995136E-18
39.68	28.515625	7.57372254696089E-18
39.68	28.90625	2.43370785829438E-18
39.68	29.296875	9.29846472340613E-18
39.68	29.6875	5.28401105362608E-18
39.68	30.078125	5.71636962693464E-18
39.68	30.46875	2.20348879693057E-18
39.68	30.859375	2.73737576242202E-18
39.68	31.25	1.69593720358546E-19
39.68	31.640625	3.01150875353488E-18
39.68	32.03125	1.38858698206959E-17
39.68	32.421875	1.18856364804332E-17
39.68	32.8125	7.00576433195366E-18
39.68	33.203125	2.60299663601656E-18
39.68	33.59375	1.19308802720466E-17
39.68	33.984375	2.26329225880092E-18
39.68	34.375	1.59453138035448E-18
39.68	34.765625	5.13991853202769E-18
39.68	35.15625	4.18755265797974E-18
39.68	35.546875	4.931851362776E-18
39.68	35.9375	1.85377248114789E-17
39.68	36.328125	1.8930955687526E-17
39.68	36.71875	1.87769938556758E-18
39.68	37.109375	3.37046316689118E-19
39.68	37.5	4.0086318927162E-18
39.68	37.890625	3.39211679566409E-18
39.68	38.28125	4.06385714128592E-18
39.68	38.671875	5.61353911202922E-18
39.68	39.0625	1.22013691311741E-18
39.68	39.453125	3.80034641201911E-19
39.68	39.84375	1.17999989154453E-19
39.68	40.234375	2.44037068565043E-18
39.68	40.625	1.35966690705526E-18
39.68	41.015625	3.07672856895784E-19
39.68	41.40625	4.7189170731919E-20
39.68	41.796875	1.33862700165067E-18
39.68	42.1875	3.32023493752233E-18
39.68	42.578125	5.47523412536869E-18
39.68	42.96875	5.9661183787395E-18
39.68	43.359375	5.71086137006846E-18
39.68	43.75	2.70304278423108E-18
39.68	44.140625	2.43749640094535E-19
39.68	44.53125	1.45299169683027E-18
39.68	44.921875	2.46481508332451E-19
39.68	45.3125	3.63639618705556E-19
39.68	45.703125	2.02938685653177E-19
39.68	46.09375	1.18012400078403E-19
39.68	46.484375	2.9044330699506E-20
39.68	46.875	8.20251175213637E-21
39.68	47.265625	1.73605086409331E-21
39.68	47.65625	5.54742287373426E-24
39.68	48.046875	3.60875743109876E-22
39.68	48.4375	7.1940174903253E-23
39.68	48.828125	9.63812179942994E-22
39.68	49.21875	1.50338480216266E-21
39.68	49.609375	3.42782463789092E-22
39.68	50	7.08464596529733E-22
42.24	0	4.57788609299293E-16
42.24	0.390625	1.00423139661161E-14
42.24	0.78125	6.41979095732249E-15
42.24	1.171875	8.75538021417407E-16
42.24	1.5625	1.09076798294564E-16
42.24	1.953125	6.42432339198516E-17
42.24	2.34375	1.14969938145168E-16
42.24	2.734375	7.43737543080438E-18
42.24	3.125	6.72969317613728E-17
42.24	3.515625	1.15095484761916E-16
42.24	3.90625	8.30108263762752E-18
42.24	4.296875	4.59196616288417E-18
42.24	4.6875	2.12881520406953E-17
42.24	5.078125	1.11100106144068E-17
42.24	5.46875	6.1002101592937E-18
42.24	5.859375	3.20418175716832E-17
42.24	6.25	2.70176953017689E-17
42.24	6.640625	5.40077823930418E-18
42.24	7.03125	9.41263023524605E-18
42.24	7.421875	4.7493909298292E-18
42.24	7.8125	3.45239019925145E-19
42.24	8.203125	9.42772162403979E-19
42.24	8.59375	3.93192238359296E-19
42.24	8.984375	2.34138520767754E-18
42.24	9.375	5.44021722009651E-19
42.24	9.765625	1.16032873660733E-18
42.24	10.15625	1.24352951396019E-18
42.24	10.546875	7.42974467525319E-18
42.24	10.9375	4.00285593344725E-18
42.24	11.328125	4.92385960041342E-18
42.24	11.71875	1.08492596055907E-17
42.24	12.109375	3.78066716500772E-19
42.24	12.5	1.26737327508818E-17
42.24	12.890625	2.48684703154445E-18
42.24	13.28125	2.2529883108638E-17
42.24	13.671875	2.91917094688105E-17
42.24	14.0625	1.41351513892907E-19
42.24	14.453125	5.34465113715495E-18
42.24	14.84375	1.29903092045153E-18
42.24	15.234375	2.91467942817438E-18
42.24	15.625	1.1192871900796E-17
42.24	16.015625	6.96392030565694E-18
42.24	16.40625	1.30990667781797E-18
42.24	16.796875	1.69818719143222E-18
42.24	17.1875	6.57037374128852E-18
42.24	17.578125	1.80158409649364E-18
42.24	17.96875	2.28938462917902E-18
42.24	18.359375	5.15261842628387E-18
42.24	18.75	5.2174783200121E-18
42.24	19.140625	2.83391975795937E-19
42.24	19.53125	3.5991530493928E-18
42.24	19.921875	6.79540390183509E-18
42.24	20.3125	4.58403368087229E-18
42.24	20.703125	1.97989033439259E-18
42.24	21.09375	1.76082795529272E-18
42.24	21.484375	6.84036982874556E-18
42.24	21.875	7.66683172574841E-18
42.24	22.265625	7.10595057376728E-19
42.24	22.65625	6.4639022952678E-19
42.24	23.046875	2.94514693929171E-18
42.24	23.4375	1.57430842184356E-17
42.24	23.828125	1.38178379727456E-17
42.24	24.21875	3.9295535055339E-19
42.24	24.609375	1.07314073784742E-18
42.24	25	2.4983881058022E-18
42.24	25.390625	1.7746554444393E-18
42.24	25.78125	4.28408386469641E-18
42.24	26.171875	1.55777627059847E-18
42.24	26.5625	8.29370395156138E-18
42.24	26.953125	1.00885865531007E-17
42.24	27.34375	5.85290324109506E-18
42.24	27.734375	1.04399571310975E-17
42.24	28.125	5.37760196604122E-18
42.24	28.515625	1.196655763444E-17
42.24	28.90625	1.28325095413444E-17
42.24	29.296875	8.63110741414796E-18
42.24	29.6875	6.10026493817413E-17
42.24	30.078125	2.81669952624721E-17
42.24	30.46875	1.46079050752063E-18
42.24	30.859375	5.57616968766322E-18
42.24	31.25	3.16202420065309E-18
42.24	31.640625	2.78979487446669E-18
42.24	32.03125	1.40639445461554E-18
42.24	32.421875	2.57525060655331E-18
42.24	32.8125	9.60727217981562E-19
42.24	33.203125	1.45332632791964E-18
42.24	33.59375	1.73628957364775E-18
42.24	33.984375	3.75367557500129E-18
42.24	34.375	8.43667860374336E-18
42.24	34.765625	3.43892984234702E-18
42.24	35.15625	9.53230964106832E-18
42.24	35.546875	1.40146531967883E-17
42.24	35.9375	3.73427457693179E-19
42.24	36.328125	6.65861730312647E-18
42.24	36.71875	1.39453602724799E-17
42.24	37.109375	5.42866338347877E-18
42.24	37.5	1.44805700778231E-17
42.24	37.890625	1.91813420812064E-17
42.24	38.28125	4.64199998128617E-18
42.24	38.671875	1.82440331111452E-18
42.24	39.0625	2.2723502344483E-18
42.24	39.453125	2.91035083050384E-19
42.24	39.84375	2.17592691463671E-19
42.24	40.234375	5.14117872385568E-19
42.24	40.625	1.89684466793213E-19
42.24	41.015625	3.43050804492707E-18
42.24	41.40625	1.12029671178054E-18
42.24	41.796875	4.98044230536531E-18
42.24	42.1875	3.16239466107209E-18
42.24	42.578125	1.74458555963527E-18
42.24	42.96875	6.80511234993612E-19
42.24	43.359375	6.54733269369605E-19
42.24	43.75	1.34582552264938E-19
42.24	44.140625	1.40415499069572E-19
42.24	44.53125	8.15539525675268E-19
42.24	44.921875	4.39812397210796E-20
42.24	45.3125	2.04776349451372E-19
42.24	45.703125	2.61955714511528E-20
42.24	46.09375	1.34855128102557E-19
42.24	46.484375	1.23767496587465E-19
42.24	46.875	1.30212650225837E-20
42.24	47.265625	1.52308534520973E-21
42.24	47.65625	1.17457661851744E-22
42.24	48.046875	4.99826386895845E-22
42.24	48.4375	5.3116560517585E-23
42.24	48.828125	2.3998143069569E-22
42.24	49.21875	5.20407855931774E-22
42.24	49.609375	8.07033365984628E-23
42.24	50	1.6576572932999E-25
44.8	0	4.75217068752027E-17
44.8	0.390625	1.35251406493624E-15
44.8	0.78125	2.31578027360033E-16
44.8	1.171875	2.24167485447233E-16
44.8	1.5625	6.10815509553404E-17
44.8	1.953125	2.12298784870798E-18
44.8	2.34375	3.89541222534551E-17
44.8	2.734375	5.53007109303137E-17
44.8	3.125	2.61035919168521E-17
44.8	3.515625	4.92758869713788E-17
44.8	3.90625	7.79512826578839E-17
44.8	4.296875	3.95688921654015E-17
44.8	4.6875	6.39409755584455E-18
44.8	5.078125	8.60798973441813E-18
44.8	5.46875	1.43938371493674E-17
44.8	5.859375	1.066073980136E-16
44.8	6.25	1.02204988998377E-16
44.8	6.640625	1.57167108907368E-17
44.8	7.03125	2.94699100308401E-18
44.8	7.421875	8.85321719955557E-18
44.8	7.8125	1.40373630605515E-17
44.8	8.203125	2.21317316066349E-17
44.8	8.59375	6.44409199616767E-18
44.8	8.984375	8.0299390231279E-18
44.8	9.375	8.74370320280243E-18
44.8	9.765625	7.24789403056546E-19
44.8	10.15625	1.59581589359596E-18
44.8	10.546875	3.28224645930706E-18
44.8	10.9375	1.03234288732865E-17
44.8	11.328125	4.50916517462287E-18
44.8	11.71875	3.02373620689538E-18
44.8	12.109375	2.14670049416709E-19
44.8	12.5	2.74976830500055E-18
44.8	12.890625	4.11799988964474E-18
44.8	13.28125	3.42903166935043E-19
44.8	13.671875	2.73578751785719E-18
44.8	14.0625	7.87905088780007E-18
44.8	14.453125	1.06723362791108E-17
44.8	14.84375	3.55079936986985E-18
44.8	15.234375	3.68337299879053E-18
44.8	15.625	1.18103859014044E-17
44.8	16.015625	2.50576954231472E-17
44.8	16.40625	6.22880759710219E-18
44.8	16.796875	1.43485420719915E-18
44.8	17.1875	4.99732323914476E-18
44.8	17.578125	2.28141494176027E-17
44.8	17.96875	6.18811619751459E-18
44.8	18.359375	5.97705068119196E-18
44.8	18.75	9.60064065030325E-18
44.8	19.140625	7.82323906743802E-19
44.8	19.53125	2.90423245254509E-18
44.8	19.921875	6.11768521473373E-18
44.8	20.3125	4.73187822068417E-18
44.8	20.703125	1.14675843527327E-18
44.8	21.09375	1.25300718479095E-18
44.8	21.484375	3.69503528125284E-18
44.8	21.875	2.54705808490628E-17
44.8	22.265625	1.93093127441937E-17
44.8	22.65625	1.21711736400845E-18
44.8	23.046875	3.39326999378294E-18
44.8	23.4375	8.853252246313E-18
44.8	23.828125	8.83846563372893E-18
44.8	24.21875	1.46960823723911E-17
44.8	24.609375	1.5741433717019E-17
44.8	25	6.86417487749624E-19
44.8	25.390625	6.44127721717169E-18
44.8	25.78125	5.20596338239213E-18
44.8	26.171875	5.57698809706188E-18
44.8	26.5625	3.1720299865937E-18
44.8	26.953125	3.8201680168246E-18
44.8	27.34375	1.48001738704372E-18
44.8	27.734375	5.09498004799633E-18
44.8	28.125	3.38765233919573E-19
44.8	28.515625	1.13146948040814E-18
44.8	28.90625	3.56543477438044E-18
44.8	29.296875	1.80512278684845E-18
44.8	29.6875	7.80385426940086E-18
44.8	30.078125	1.19880658428722E-17
44.8	30.46875	2.47854120901661E-18
44.8	30.859375	1.9257156345053E-18
44.8	31.25	1.36278479450317E-19
44.8	31.640625	5.96807461329134E-18
44.8	32.03125	3.35104718289884E-17
44.8	32.421875	3.24192027766841E-17
44.8	32.8125	1.63451968749469E-17
44.8	33.203125	8.38370001696511E-18
44.8	33.59375	6.19001719021656E-18
44.8	33.984375	3.78453014532401E-18
44.8	34.375	3.30223230446921E-18
44.8	34.765625	8.42299750781532E-18
44.8	35.15625	8.15780312132541E-18
44.8	35.546875	7.04311066464973E-18
44.8	35.9375	2.2611650376741E-18
44.8	36.328125	9.85396152209278E-19
44.8	36.71875	4.70740663522868E-18
44.8	37.109375	1.70374016581803E-18
44.8	37.5	9.46908319822537E-18
44.8	37.890625	1.08585812367803E-17
44.8	38.28125	2.54418292413733E-17
44.8	38.671875	1.80360742239919E-17
44.8	39.0625	1.55806766546279E-18
44.8	39.453125	2.22954693905768E-18
44.8	39.84375	1.31778801801629E-17
44.8	40.234375	1.00930856746811E-17
44.8	40.625	3.73892420415947E-18
44.8	41.015625	3.27173260445535E-18
44.8	41.40625	6.08843591681788E-18
44.8	41.796875	7.1772257292917E-18
44.8	42.1875	9.23055436560005E-18
44.8	42.578125	5.78520246859579E-18
44.8	42.96875	4.49697200274269E-18
44.8	43.359375	4.02104110881286E-18
44.8	43.75	1.05488252179264E-18
44.8	44.140625	1.0216807472232E-18
44.8	44.53125	6.82228364870215E-19
44.8	44.921875	4.79691814212249E-19
44.8	45.3125	1.23889649068295E-18
44.8	45.703125	8.57305543686834E-20
44.8	46.09375	7.79882402576634E-20
44.8	46.484375	2.04974333892395E-20
44.8	46.875	9.75325951351061E-21
44.8	47.265625	1.52931151602233E-21
44.8	47.65625	3.24323218144388E-22
44.8	48.046875	3.4028935624602E-22
44.8	48.4375	1.68335083438251E-22
44.8	48.828125	8.64442412102843E-23
44.8	49.21875	6.38257790352766E-22
44.8	49.609375	9.71425406626304E-23
44.8	50	5.89320478573802E-22
47.36	0	2.01970851537317E-16
47.36	0.390625	4.8038036157942E-15
47.36	0.78125	2.37540584879082E-15
47.36	1.171875	5.36681348164066E-17
47.36	1.5625	1.60305329273962E-19
47.36	1.953125	1.35673432158627E-17
47.36	2.34375	2.16546895785256E-17
47.36	2.734375	6.04914733521441E-18
47.36	3.125	1.33098056092646E-18
47.36	3.515625	4.95185901751598E-19
47.36	3.90625	2.25694267765895E-17
47.36	4.296875	6.49499820255106E-18
47.36	4.6875	1.75773444015619E-17
47.36	5.078125	1.24912121496227E-18
47.36	5.46875	6.49114890479008E-18
47.36	5.859375	2.78830563238198E-17
47.36	6.25	3.41502815016601E-17
47.36	6.640625	3.10135291610429E-17
47.36	7.03125	1.06506442591722E-17
47.36	7.421875	1.066691912205E-17
47.36	7.8125	9.34227658349122E-18
47.36	8.203125	2.32081975957702E-17
47.36	8.59375	3.92270206727601E-17
47.36	8.984375	2.78475741295286E-17
47.36	9.375	1.19783221850198E-17
47.36	9.765625	2.936445498627E-18
47.36	10.15625	3.47912038520704E-18
47.36	10.546875	3.66660208024984E-19
47.36	10.9375	1.99941338504165E-18
47.36	11.328125	7.54169531083356E-19
47.36	11.71875	9.43926106659113E-20
47.36	12.109375	4.92650277279105E-18
47.36	12.5	2.35210266740817E-17
47.36	12.890625	1.47552018380648E-17
47.36	13.28125	4.03784184517027E-18
47.36	13.671875	2.27967514896853E-18
47.36	14.0625	5.33155972666899E-19
47.36	14.453125	7.09435597323193E-18
47.36	14.84375	6.48028960944614E-18
47.36	15.234375	3.31944423863337E-19
47.36	15.625	8.56856347925063E-18
47.36	16.015625	5.2060824247942E-18
47.36	16.40625	4.01968504334218E-18
47.36	16.796875	4.42488214602259E-18
47.36	17.1875	1.46936902431712E-17
47.36	17.578125	3.55913551203562E-18
47.36	17.96875	7.74756568980538E-19
47.36	18.359375	5.08162343402141E-18
47.36	18.75	4.0822722189589E-18
47.36	19.140625	3.22481333043118E-18
47.36	19.53125	2.19329257261567E-18
47.36	19.921875	7.36304244369735E-19
47.36	20.3125	2.50798456572495E-18
47.36	20.703125	6.6657728566308E-18
47.36	21.09375	3.37792595253184E-18
47.36	21.484375	1.37482454882267E-17
47.36	21.875	6.46446162735829E-18
47.36	22.265625	7.08942952198052E-18
47.36	22.65625	1.51516246859466E-17
47.36	23.046875	1.57850268294402E-18
47.36	23.4375	6.65814852343513E-18
47.36	23.828125	3.32348282503451E-19
47.36	24.21875	1.11656919976938E-17
47.36	24.609375	1.23510894773232E-17
47.36	25	7.26064193697328E-18
47.36	25.390625	9.92307172331623E-18
47.36	25.78125	1.75229257509627E-17
47.36	26.171875	1.14478355853851E-17
47.36	26.5625	7.28759093959738E-18
47.36	26.953125	2.48467108138185E-18
47.36	27.34375	6.98333389887385E-18
47.36	27.734375	5.19158340420667E-18
47.36	28.125	6.03931394665806E-19
47.36	28.515625	7.28255157251302E-18
47.36	28.90625	7.59328327002467E-18
47.36	29.296875	9.31818160336022E-20
47.36	29.6875	3.51322886035589E-18
47.36	30.078125	9.27539399698917E-18
47.36	30.46875	4.83644698618567E-18
47.36	30.859375	4.71633622395405E-18
47.36	31.25	7.41853206948784E-18
47.36	31.640625	7.42423571817837E-18
47.36	32.03125	2.76930052706337E-18
47.36	32.421875	4.32619730240131E-18
47.36	32.8125	1.6455028605336E-17
47.36	33.203125	4.83818657677533E-18
47.36	33.59375	4.44687537566709E-18
47.36	33.984375	1.02754800905515E-18
47.36	34.375	3.16963019834297E-18
47.36	34.765625	2.21982807256034E-19
47.36	35.15625	4.68906642018109E-18
47.36	35.546875	2.60816348221006E-18
47.36	35.9375	3.09013016886062E-19
47.36	36.328125	3.05776178473143E-18
47.36	36.71875	1.46477595694288E-17
47.36	37.109375	7.5969710132208E-18
47.36	37.5	5.27286137802148E-18
47.36	37.890625	1.5126242478734E-18
47.36	38.28125	1.57803791484097E-18
47.36	38.671875	3.34587989005835E-18
47.36	39.0625	1.02559261992895E-17
47.36	39.453125	6.17291847495066E-19
47.36	39.84375	1.09033682723504E-17
47.36	40.234375	5.68893031648556E-18
47.36	40.625	3.6491135443707E-18
47.36	41.015625	5.75577553825497E-19
47.36	41.40625	1.53505566264347E-18
47.36	41.796875	1.19138508784546E-17
47.36	42.1875	2.3314002322938E-17
47.36	42.578125	4.83997599602191E-18
47.36	42.96875	1.13768931100959E-18
47.36	43.359375	1.61460519292904E-18
47.36	43.75	2.3293805357233E-18
47.36	44.140625	5.19814832718134E-19
47.36	44.53125	2.61199871142466E-19
47.36	44.921875	1.88609690055696E-19
47.36	45.3125	3.01205815341309E-20
47.36	45.703125	8.41333139262138E-20
47.36	46.09375	2.472233690871E-20
47.36	46.484375	1.7253277786591E-21
47.36	46.875	5.02411708182599E-21
47.36	47.265625	1.57000412555685E-21
47.36	47.65625	1.1747903043728E-21
47.36	48.046875	4.7772564354524E-23
47.36	48.4375	2.51181964411644E-22
47.36	48.828125	5.57252240512084E-23
47.36	49.21875	8.59104604779375E-22
47.36	49.609375	3.33956536869531E-22
47.36	50	2.36226524653319E-22
49.92	0	5.87067222528534E-17
49.92	0.390625	2.09969533496416E-15
49.92	0.78125	1.34912749325913E-15
49.92	1.171875	4.15146153557312E-16
49.92	1.5625	6.76800396700548E-17
49.92	1.953125	9.73839003138594E-17
49.92	2.34375	3.73922836899236E-17
49.92	2.734375	7.57907509121418E-17
49.92	3.125	2.70346935993847E-17
49.92	3.515625	6.65468350419405E-17
49.92	3.90625	2.57943045519748E-17
49.92	4.296875	1.85503382906196E-17
49.92	4.6875	6.97678459063898E-17
49.92	5.078125	1.98130952394857E-17
49.92	5.46875	1.02178001891897E-17
49.92	5.859375	4.26825149140406E-17
49.92	6.25	2.44896412083466E-17
49.92	6.640625	5.9154999493164E-18
49.92	7.03125	2.22814103422491E-18
49.92	7.421875	1.35343514585406E-17
49.92	7.8125	1.88297606442433E-17
49.92	8.203125	5.74347562503198E-18
49.92	8.59375	1.04680888426312E-18
49.92	8.984375	4.29395978483051E-18
49.92	9.375	1.46726477823301E-17
49.92	9.765625	8.38978500240443E-18
49.92	10.15625	3.55315419160928E-19
49.92	10.546875	7.24259067960438E-18
49.92	10.9375	2.9269948665365E-18
49.92	11.328125	1.03449099526139E-18
49.92	11.71875	4.25035945788047E-18
49.92	12.109375	1.57165848257695E-18
49.92	12.5	2.01054625209398E-19
49.92	12.890625	1.2668814458593E-17
49.92	13.28125	8.55420536253298E-18
49.92	13.671875	8.13102213684865E-19
49.92	14.0625	4.65316503044905E-18
49.92	14.453125	2.94416937096378E-18
49.92	14.84375	2.97824655598653E-18
49.92	15.234375	6.93160364175141E-18
49.92	15.625	2.34483076132703E-18
49.92	16.015625	9.79347841958428E-19
49.92	16.40625	3.76290625999106E-18
49.92	16.796875	3.33487174675092E-17
49.92	17.1875	1.21522136187809E-17
49.92	17.578125	5.02129358864481E-18
49.92	17.96875	4.86206058071579E-18
49.92	18.359375	1.02691990037901E-18
49.92	18.75	3.94418671377057E-18
49.92	19.140625	5.57285160776961E-19
49.92	19.53125	7.07311035671033E-19
49.92	19.921875	2.09607637048036E-18
49.92	20.3125	3.33834935368296E-19
49.92	20.703125	3.5664819461993E-19
49.92	21.09375	3.02754057458047E-18
49.92	21.484375	4.78281175928667E-18
49.92	21.875	7.11255056029663E-18
49.92	22.265625	5.59908329411495E-18
49.92	22.65625	2.14221196497669E-18
49.92	23.046875	2.76192255906402E-18
49.92	23.4375	4.20948528228184E-18
49.92	23.828125	3.54426306861159E-18
49.92	24.21875	9.36302476352221E-19
49.92	24.609375	2.16265166243678E-20
49.92	25	1.72574318373984E-19
49.92	25.390625	5.35826468243791E-18
49.92	25.78125	3.94701377759964E-18
49.92	26.171875	1.15926057811499E-17
49.92	26.5625	8.38159143931014E-18
49.92	26.953125	6.87967004705678E-18
49.92	27.34375	2.71055148439739E-18
49.92	27.734375	8.4794996179497E-19
49.92	28.125	7.95354139432068E-19
49.92	28.515625	8.90366484561052E-19
49.92	28.90625	2.21538049324837E-18
49.92	29.296875	4.70638363647965E-18
49.92	29.6875	9.14196406823896E-19
49.92	30.078125	4.05490985076116E-18
